id,title,description,borough,neighborhood,address,price,beds,baths,sqft,property_type,available_from,lease_term,image_url,listing_url,latitude,longitude,pet_friendly,furnished,has_doorman,has_laundry,near_subway,allows_guarantors,featured
7923194822,CORNER UNIT! BRIGHT AND SPACIOUS!!,"Huge Flex 2/Convertible 2 Bdrm! Windows everywhere will not last!! Spacious layouts, oversized windows, and modern finishes create a bright, comfortable living space just steps from top dining, shopping, and transit. Enjoy full-service amenities and a prime location that puts everything NYC has to offer right outside your door! Contact me for your dream apartment: (Jedi) 347-717-7439",Manhattan,craigslist,West 26th Street,5450,0,1,0,Apartment,,12 months,https://images.craigslist.org/00W0W_4Nd52injJLG_0ew0aT_600x450.jpg,https://newyork.craigslist.org/mnh/apa/d/new-york-corner-unit-bright-and-spacious/7923194822.html,40.750788,-74.005629,False,False,False,False,False,False,False
7923196887,CHELSEA GEM! PRIME SPOT - PRIME UNIT _,"Huge Flex 3/Convertible 3 Bdrm! Prime Chelsea! Spacious layouts, oversized windows, and modern finishes create a bright, comfortable living space just steps from top dining, shopping, and transit. Enjoy full-service amenities and a prime location that puts everything NYC has to offer right outside your door! Contact me for your dream apartment: (Jedi) 347-717-7439",Manhattan,craigslist,West 26th Street,8650,0,1,0,Apartment,,12 months,https://images.craigslist.org/00F0F_82wLn073AhD_0ew0aT_600x450.jpg,https://newyork.craigslist.org/mnh/apa/d/new-york-chelsea-gem-prime-spot-prime/7923196887.html,40.750788,-74.005629,False,False,False,False,False,False,False
7923200600,Huge 2 Bedroom Near all,"🔥 NO FEE – 2 Bedroom Near Grand Concourse & Villa Avenue | $2,358/Month 🔥 Don’t miss this spacious 2-bedroom apartment located near the Grand Concourse and Villa Avenue in the Bronx. This apartment offers a comfortable layout in a prime location with easy access to transportation, shopping, and neighborhood essentials. ✨ Apartment Features: Spacious 2 Bedrooms Bright living room with great natural light Separate kitchen with full appliances Ample closet space Well-maintained building 📍 Prime Location – Grand Concourse / Villa Avenue Steps from shopping, supermarkets, and restaurants Convenient access to the B/D/4 subway lines and major bus routes Close to schools, parks, and local services Easy commute to Manhattan 💰 Rent: $2,358 Monthly 🚫 No Broker’s Fee Well-priced 2-bedroom apartments in this area rent quickly, so serious inquiries are encouraged. 📞 Contact today to schedule a viewing. Ph",Bronx,craigslist,"New York, NY",2358,0,1,0,Apartment,,12 months,,https://newyork.craigslist.org/brx/apa/d/bronx-huge-bedroom-near-all/7923200600.html,40.866200,-73.900300,False,False,False,False,True,False,False
7923203979,Large 4 Bedroom Great location,"## 🏡 4 Bedroom Apartment – Bussing Ave, Bronx, NY – $4,111 Spacious **4 bedroom apartment available now** on Bussing Avenue in the Bronx. Great layout with plenty of room for comfortable living. ✨ **Apartment Features:** * 4 large bedrooms * Bright living space with natural light * Updated kitchen with modern appliances * Hardwood floors * Good closet space * Clean, well-maintained unit 📍 **Location:** Conveniently located near public transportation, shopping, schools, and neighborhood amenities. 🚆 **Easy Commute:** Close to buses and trains for quick access around the Bronx and into Manhattan. --- ### 💼 Rental Details: * Rent: **$4,111/month** * Move-in ready * Voucher holders welcome --- ### 📋 Requirements: * Valid ID * Proof of income / program documents * Application & screening --- 📞 **To Schedule a Viewing:** Call or text today to set up an appointment. Serious inquiries only. --- *(Equal Housing Opportunity)* Philip:718-362-7164 Will: 347-767-1546",Bronx,craigslist,"New York, NY",4111,0,1,0,Apartment,,12 months,,https://newyork.craigslist.org/brx/apa/d/bronx-large-bedroom-great-location/7923203979.html,40.890400,-73.850300,False,False,False,False,True,False,False
7923207993,Large 3 Bedroom Near Little Italy,"## 🏡 3 Bedroom Apartment – Bathgate Ave, Bronx, NY – $3,811 Spacious **3 bedroom apartment available now** on Bathgate Avenue in the Bronx. Ideal for families or shared living with a comfortable layout and great natural light. ✨ **Apartment Features:** * 3 large bedrooms * Bright living area with plenty of natural light * Updated kitchen with modern appliances * Hardwood floors throughout * Ample closet and storage space * Clean, well-maintained unit 📍 **Location:** Located in a convenient Bronx neighborhood near shopping, restaurants, schools, and everyday essentials. 🚆 **Easy Commute:** Close to major bus lines and nearby trains for easy access throughout the Bronx and into Manhattan. --- ### 💼 Rental Details: * Rent: **$3,811/month** * Move-in ready * Voucher holders welcome --- ### 📋 Requirements: * Valid ID * Proof of income / program documentation * Application & screening --- 📞 **To Schedule a Viewing:** Call or text today to set up an appointment. Serious inquiries only. --- *(Equal Housing Opportunity)*",Bronx,craigslist,"New York, NY",3811,0,1,0,Apartment,,12 months,,https://newyork.craigslist.org/brx/apa/d/bronx-large-bedroom-near-little-italy/7923207993.html,40.848600,-73.899900,False,False,False,False,True,False,False
7923218385,Seeking Astoria 2BR+ apartments?,"Serving Queens, Manhattan and all NYC since 1981... Residential and Commercial Sales & Rentals... Notice: This is an advertisement to solicit renters willing to employ our Real Estate Services. This ad is not advertising a specific apartment for $2500-3000... Our Real Estate Services may locate and procure for you the apartment which meets your needs and requirements. Please contact me for details and to discuss your specific needs. Typical 2BR rent is $2500-$3000. Typical Broker fee ranges from 1-month to 10% of the annual rent. Thank you for your interest! Alexander W Chupa, Lic. R E. Broker NYS 212-253-0919",Queens,craigslist,"New York, NY",2500,0,1,0,Apartment,,12 months,,https://newyork.craigslist.org/que/apa/d/astoria-seeking-astoria-2br-apartments/7923218385.html,40.760800,-73.929500,False,False,False,False,False,False,False
7920827273,NEXT TO PROSPECT PARK 2BR AVAIL RENT STABILIZED ELEVATOR BUILDING WOW,Beautiful 2BR apt APRIL 1 avail Three blocks Prospect Park Available now Photos are of similar unit Q and 5 trains 30 minutes Union Square NYC Elevator building Closet space Spacious apt Please respond “Clarkson 2BR”,Brooklyn,...,Clarkson ave near Nostrand Ave,2750,0,1,0,Apartment,,12 months,https://images.craigslist.org/01414_6SB21hr7gYC_0hd0cU_600x450.jpg,https://newyork.craigslist.org/brk/apa/d/brooklyn-next-to-prospect-park-2br/7920827273.html,40.655423,-73.950066,False,False,False,False,True,False,False
7920827359,NO FEE-BEAUTIFL LG 1BR-ELEV/LDRY-LG LIV RM-QN BR-SEP KI-DW-AC-CLOS SPA,"👉”NO FEE” “BEAUTIFUL” Large 1 Bedroom 191 East 76th Street, #5A $4250 VIDEO: https://youtu.be/e-xwgzwqpEI 👉Elevator 👉Laundry Room Meticulously Maintained Bldg. APARTMENT FEATURES; “MINT” Separate Kitchen Dishwasher Granite Countertops 👉Large Living Room Queen Size Bedroom 👉Stunning Full Marble Bath A/C Provided for Your Comfort Big Windows Sparkling Sunlight Nice Amount of Closet Space High Ceilings Hardwood Floors Heat & Hot Water are Included *ADDITIONAL FEATURES; LIGHTNING QUICK ACCESS to; 6 & Q Trains NYC’s Best “Central Park” SUMMARIZING; SIMPLY Call MURPHY (ASAP) 917-691-4045 to arrange a tour & get additional details for this 👉”ACCOMMODATING” very special l1 bedroom that provides total conveniences along with an exciting & wonderful living experience!!! *$20 application fee per applicant *first month rent and one month's security deposit with lease signing. Thank You, John Patrick Murphy MURPHY “LOVES” ❤️ NYC Licensed R. E. Broker Associate findrealestate.com 917-691-4045",Manhattan,...,East 76th Street,4250,0,1,0,Apartment,,12 months,https://images.craigslist.org/01010_1HvcpmzFMQq_0jm0pO_600x450.jpg,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-beautifl-lg-1br-elev/7920827359.html,40.769441,-73.951858,False,False,False,True,True,False,False
7920827434,APARTMENTS IN GREENPOINT & WILLIAMSBURG BROOKLYN,"I am a broker with over 20 years experience in Greenpoint & Williamsburg. I have a long client list of landlords who own units in these areas I only work with the best privately owned properties. Many of my units are off market listings that I rent through direct refferals, if you are looking for an apartment in Greenpoint or Williamsburg I can help you! See photos for a sample of units I've rented over the years. It's worth it to hire a broker in NYC because the market is difficult to navigate and it's incredibly competitive. My rate is 10% of the annual rent. You will get first access to my listings, I currently have 3 units available and usually get anywere from 3-5 units per month. Under the new FARE act it's 100% legal to hire a broker and there is no cap to what a broker can charge. My rate is reasonable and I am confident that my service is worth it. Once you sign a contract we make an appointment and I show you the units I have available. Please contact me if you are willing to hire an experienced broker to help you find the right apartment, you are under no obligation to pay any fees unless you rent one of my units.",Brooklyn,craigslist,"New York, NY",4500,0,1,0,Apartment,,12 months,https://images.craigslist.org/00V0V_kWUjhIBpeRl_0jm0cU_600x450.jpg,https://newyork.craigslist.org/brk/apa/d/brooklyn-apartments-in-greenpoint/7920827434.html,40.712864,-73.940128,True,False,False,False,False,False,False
7920830716,Beautiful Furnished 2 bedroom apartment in East Elmhurst,"Welcome to your move-in ready home in the heart of East Elmhurst, Queens, a quiet residential neighborhood in northern Queens just minutes from LaGuardia Airport and with excellent access to buses and nearby subway lines. ✨ Interior Features • Open-concept living area: A bright, airy living room furnished with comfortable seating, a coffee table, décor, and entertainment setup — perfect for relaxing or hosting guests. • Two generously sized bedrooms: Each bedroom comes fully furnished with a queen and twin -size bed, ample closet space, bedside tables, and stylish storage furniture. • Two full bathrooms: One bathroom is connected to the primary bedroom (ensuite), and the second bathroom serves guests and the second bedroom — both are modern and well maintained. • Fully equipped kitchen: Includes full-size refrigerator, stove/oven, microwave, cookware, dishes, and utensils — everything you need to cook at home with ease. • Dining area: A dedicated table with seating for 4 overlooks the living space and makes mealtime comfortable and convenient. • In-unit amenities: High-speed internet access, central air conditioning/heating, and large windows that flood the apartment with natural light. 🏙️ Location & Neighborhood Situated in the welcoming, community-oriented neighborhood of East Elmhurst in Queens, NY, you’ll enjoy a residential feel with convenient transit options, local parks, and neighborhood shops nearby. ￼ 🚆 Transit & Convenience • Easy access to local buses with frequent service to major NYC subway lines(Q19,14.49,23,90) • Quick rides to Manhattan and other parts of the city. • Close to retail, dining, and parks like Flushing Meadows–Corona Park. 📆 Lease & Move-In This unit is offered fully furnished — just bring your belongings and settle in. Ideal for professionals, couples, small families, or roommates seeking comfort and convenience in one of Queens’ established neighborhoods.",Manhattan,craigslist,29th Avenue near butler street,4100,0,1,0,Apartment,,12 months,https://images.craigslist.org/00k0k_4T62kAStUHA_0CI0t2_600x450.jpg,https://newyork.craigslist.org/que/apa/d/east-elmhurst-beautiful-furnished/7920830716.html,40.763742,-73.863367,False,True,False,False,True,False,False
7920834789,= NO FEE = 4MO FREE = LUX STUDIO == TERRACE == WATERFRONT = MANHATTAN,No description provided.,Manhattan,...,"New York, NY",322800,0,1,0,Studio,,12 months,https://images.craigslist.org/00o0o_fqq0dPKFQNW_0co08d_600x450.jpg,https://newyork.craigslist.org/que/apa/d/long-island-city-no-fee-4mo-free-lux/7920834789.html,40.739310,-73.958980,False,False,False,False,False,False,False
7920842108,"NO FEE - GORGEOUS LOFTY APT, LAUNDRY IN UNIT, SUNNY, VIDEO IN AD!","LOFTY 2-BED BEAUTIFUL VIEWS SUNNY LAUNDRY IN UNIT DISHWASHER SUPER CLOSE TO TRAINS VIDEO: https://youtu.be/BPsioRoYgA4 ****JUST RENTED**** WE ALSO HAVE 2 UNITS AVAILABLE FOR MAY 1ST: 2bed $4650 in the same building: https://youtu.be/4rlMtagkY40?feature=shared ****STILL AVAILABLE!!!**** And this 2bed in East Vil also $4650: https://youtu.be/SqwvfKz7YKM ****STILL AVAILABLE!!!**** Nice price on a perfect 2-bedroom on a super prime LES Bowery block, steps to trains! Both bedrooms have windows and closets and fit full sized beds and desks. Laundry both in unit and in building, dishwasher, eat-in kitchen plus a comfortable, bright living room and bonus large loft space make this the total package. Close to beautiful Sarah D Roosevelt Park, Whole Foods, fantastic dining, retail and nightlife, plus the 6/B/D/F/M/Z/J trains. Live the dream in this comfortable, convenient and affordable apartment amongst all the best of downtown Manhattan. Don't wait - WON'T LAST! This is a residential NYC neighborhood with tons of supermarkets, drycleaners, hardware stores, take-out spots, 24 hr bodegas, etc. Easy walking distance to the East Village, Union Square, Soho, Nolita, Little Italy, Greenwich Village, West Village, Williamsburg Bridge, Manhattan Bridge, etc. Super fun location. A reputable local landlord requires one month rent and one month security and qualified US based personal or third party guarantors are accepted as needed. We are a long-time local realtor specializing in the areas we know and love best, happy to help our clients successfully navigate competitive markets. The landlord requires that we ask prospective tenants a few qualifying questions before showing the unit, please text 516.361.5142 for immediate response, otherwise if you need to email please add a US contact number. Thank you! WE ALSO HAVE 2 UNITS AVAILABLE FOR MAY 1ST: 2bed $4650 in the same building: https://youtu.be/4rlMtagkY40?feature=shared And this 2bed in East Vil also $4650: https://youtu.be/SqwvfKz7YKM Pam and Julia 516.361.5142 $20 CREDIT CHECK FEE",Manhattan,craigslist,"New York, NY",4750,0,1,0,Loft,,12 months,https://images.craigslist.org/00000_4XzweoQsKvn_0er0jf_600x450.jpg,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-gorgeous-lofty-apt/7920842108.html,40.715200,-73.987700,True,False,False,True,True,True,False
7920853591,No Fee 1 Bed 1 ba Prime East Vill april 1 w RoofDeck 929 724 - 0948,No Fee E 13 May and I have a April 1 4395 Also prices 4195 for May 1 move in Renting now tree lined block heart of east village bet 1 and 2 Street prime east Village ***one bedroom totally brand new modern updates and private roof deck laundry inside unit with laundry total Renault spacious here 41951 showing tomorrow or weekend 0948 Mobile: 929-724-0948,Manhattan,craigslist,"New York, NY",4395,0,1,0,Apartment,,12 months,https://images.craigslist.org/00V0V_fvQ9p0ypcIM_08g0co_600x450.jpg,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-bed-ba-prime-east-vill/7920853591.html,40.726200,-73.979600,False,False,False,True,False,False,False
7920854774,Sunny 2 Bedroom in Red Hook with Washer Dryer and Dishwasher,"Welcome to 113 Dikeman Street Unit 2L, a bright two bedroom apartment just off Van Brunt Street in Red Hook, Brooklyn. Located on the second floor, the home gets great natural light from both northern and southern exposures. The open living and kitchen area offers space for dining or a work area and features exposed brick and a decorative fireplace. The kitchen includes a dishwasher and the apartment has its own heating and cooling units. There is also an in unit washer and dryer. Close to Red Hook’s restaurants, cafés, shops, Valentino Pier, the NYC Ferry, and the B61 bus. Showings by appointment.",Brooklyn,craigslist,113 Dikeman St,4300,0,1,0,Apartment,,12 months,https://images.craigslist.org/00Q0Q_gdCKiTWOMqL_0yM0ne_600x450.jpg,https://newyork.craigslist.org/brk/apa/d/brooklyn-sunny-bedroom-in-red-hook-with/7920854774.html,40.676927,-74.013746,False,False,False,False,False,False,False
